Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Renault,Creta,2021,177479,70173,121975,162836,33091,80315,Presence
Renault,Creta,2015,9387,88094,89945,46658,11996,209026,Presence
Maruti,Ertiga,2020,3057,11220,29132,39945,26492,33953,Presence
Mahindra,Carnival,2022,9118,10192,27249,56085,19488,40130,Presence
Maruti,EtiosLiva,2011,3000,9787,31710,40269,19594,21734,Presence
Ford,Amaze,2023,238639,151000,146366,196458,174779,102984,Presence
Hyundai,Scorpio,2022,27237,9623,23363,78171,28773,37016,Absence
Suzuki,Sonnet,2013,20708,9130,31210,76198,21499,18922,Presence
Maruti,EtiosLiva,2020,3000,13014,36993,27631,31296,25572,Presence
Maruti,Carnival,2021,15029,9448,22871,50803,24543,120592,Absence
Tata,Golf,2021,29980,28192,30307,41737,28349,17741,Presence
Honda,Amaze,2014,100783,151000,131346,132883,53880,90688,Presence
Skoda,Seltos,2016,213439,11841,66976,147450,42507,58629,Absence
Hyundai,NaAbsence,2020,380331,13091,78653,73345,175387,70211,Absence
Hyundai,WR-V,2020,13002,12506,24301,39694,25090,28754,Absence
Tata,Carnival,2017,11665,12962,23460,26447,14315,25971,Presence
Toyota,Creta,2020,89480,8237,136698,143671,122950,220057,Absence
Maruti,Fiesta,2010,27838,9917,24468,46515,37964,21066,Absence
Mahindra,EtiosLiva,2018,9265,10420,12129,28821,33163,33751,Absence
Maruti,Carnival,2017,3000,13095,32399,26819,25739,32266,Presence
Maruti,WR-V,2020,40980,8043,26387,120057,23190,47928,Presence
Maruti,NaAbsence,2011,42242,25163,30588,19011,24651,35735,Absence
Hyundai,Creta,2023,210147,10606,83039,58575,133504,106038,Absence
Tesla,Harrier,2019,18290,13092,17100,76817,19920,31988,Presence
Mahindra,i20,2015,26601,74522,17835,97020,44661,76670,Absence
Renault,Venue,2017,95903,151000,54649,107764,84756,88498,Presence
Mahindra,EcoSport,2020,280097,151000,105028,163179,86623,64294,Absence
Toyota,KUV100NXT,2016,7857,9877,62324,44481,31267,107540,Absence
MarutiSuzuki,Aspire,2020,36739,7637,53692,30967,27421,21477,Presence
Volkswagen,i20Active,2019,44120,11540,14642,48223,34646,39400,Presence
Maruti,EtiosLiva,2021,3000,12569,42391,56988,21570,10000,Presence
MarutiSuzuki,Polo,2016,3000,9326,33779,41378,21894,35802,Presence
MarutiSuzuki,Carnival,2011,265155,92810,59224,125496,190067,108142,Absence
Maruti,Triber,2017,28697,76726,69936,52847,33879,95423,Presence
Maruti,Venue,2018,19026,10919,40861,143985,18494,19901,Presence
,Creta,2013,170353,151000,150631,181125,172187,65288,Absence
,Amaze,2013,219703,149447,153000,101854,167382,82345,Absence
Honda,NaAbsence,2020,40479,9337,24336,52613,167709,39119,Presence
Hyundai,Creta,2011,38229,7465,28907,39571,27564,32648,Presence
Honda,Amaze,2013,186763,151000,153000,120387,178447,134805,Presence
Mahindra,Creta,2021,22923,11566,34004,83568,27918,110529,Absence
Mahindra,Creta,2023,196672,100620,137120,181289,145420,133389,Absence
Maruti,Creta,2014,42593,11148,52719,74201,21836,103930,Presence
Maruti,City,2020,11744,10914,28619,20914,35224,25511,Presence
Nissan,Ciaz,2015,50678,151000,22240,89196,20232,34995,Absence
Maruti,NaAbsence,2020,33635,9140,19543,53208,29466,13377,Presence
Maruti,Sonnet,2012,3000,84244,21613,156002,115765,14831,Presence
Mahindra,Carnival,2018,161269,11152,37004,92782,33867,104973,Absence
Maruti,Amaze,2020,65965,68933,58111,27743,29437,86962,Presence
Maruti,Creta,2019,10585,10903,23719,40405,30828,29476,Presence
Maruti,i20Active,2021,14587,10916,22917,31011,24217,30982,Absence
Ford,NaAbsence,2011,4459,10250,27681,25060,28477,28281,Presence
Mahindra,Amaze,2017,24913,6403,15593,77388,9217,81749,Presence
Hyundai,i20Active,2023,40713,12655,18491,23480,24012,21468,Absence
Toyota,3Series,2019,41585,13721,38295,32758,24557,18653,Presence
Mahindra,Carnival,2019,41355,22884,21020,91848,29525,33025,Presence
Mahindra,Creta,2021,163372,151000,71732,100172,138580,281014,Presence
Maruti,Carnival,2015,13162,21825,18974,47027,35176,41102,Presence
Maruti,XE,2020,31538,12144,24385,53726,29585,39203,Presence
Hyundai,Carnival,2023,23547,9570,15919,28052,19399,19343,Absence
Nissan,Golf,2022,20690,9669,13919,25931,20161,26583,Absence
Maruti,488GTB,2020,46646,10845,21279,88818,23025,26566,Absence
Tata,Amaze,2013,99044,151000,151652,101759,152825,60978,Presence
Hyundai,Carnival,2021,16319,8918,22239,87006,36934,106683,Presence
Mahindra,Ghibli,2019,3000,26931,29623,46815,32590,34939,Presence
Ford,Huracan,2012,32677,11268,19824,87822,10928,26645,Presence
Tata,Creta,2020,23206,9602,30765,20024,27528,24352,Presence
Toyota,Thar,2021,29470,10949,30553,49532,14821,93319,Presence
Toyota,KUV100,2020,33604,7893,24908,44153,26657,31590,Presence
Renault,i20,2017,16246,8714,18357,54500,31225,25567,Presence
Ford,Polo,2020,27771,12011,19154,48676,21565,29164,Presence
Maruti,EtiosLiva,2018,15060,12518,18419,44261,16796,15476,Presence
Maruti,NaAbsence,2016,37349,13012,12914,27449,33804,31834,Presence
Hyundai,Carnival,2023,22757,151000,140854,80856,20728,115485,Absence
Maruti,Carnival,2015,37073,12462,36120,22390,28563,36214,Presence
Nissan,Duster,2012,31079,8149,63346,77223,123957,106523,Presence
Fiat,NaAbsence,2020,57030,96771,50223,96412,172019,69665,Absence
Renault,Creta,2017,9402,9720,20420,29563,25973,74049,Presence
Renault,Amaze,2023,199682,151000,120055,137101,118383,75140,Presence
Hyundai,Creta,2017,16839,9411,64094,70620,24157,98685,Presence
MarutiSuzuki,i20Active,2019,33272,10022,23975,23585,25056,30635,Absence
BMW,Hexa,2021,24410,12006,31315,33599,29671,20569,Presence
Honda,Harrier,2023,197821,18824,125306,153997,122027,67090,Presence
Tata,NaAbsence,2018,22276,9653,30590,21816,24616,46715,Presence
Maruti,EtiosLiva,2018,22173,9488,27466,50627,29100,30014,Presence
Hyundai,Polo,2019,15924,11679,22103,57684,27845,17568,Absence
Hyundai,NaAbsence,2014,182982,141450,138347,86004,123775,77934,Absence
Volkswagen,i20Active,2019,3000,12236,25960,47320,23029,10734,Presence
Rolls-Royce,KUV100NXT,2019,13891,23248,14507,25360,14194,26691,Presence
Maruti,Polo,2021,3000,12029,23558,24113,26825,28328,Absence
Skoda,Alto,2018,13835,10928,24956,43632,12968,20046,Absence
Tata,WR-V,2019,25029,12979,26170,41719,15282,19477,Presence
Honda,Venue,2016,138512,150705,109531,171069,134853,105221,Presence
Maruti,488GTB,2021,16184,7953,34030,27010,41539,38750,Presence
Volkswagen,Creta,2017,18008,9991,17827,176882,24609,14836,Presence
Tata,Venue,2023,185928,151000,121492,177738,209001,70362,Presence
Tata,EtiosLiva,2019,3000,9155,16632,25686,23076,30905,Presence
Hyundai,488GTB,2018,12932,9407,23641,23256,12976,13445,Presence
Tata,Zest,2019,21114,24978,22900,30243,30350,36162,Presence
Toyota,Amaze,2023,301350,151000,98336,112172,130910,88946,Presence
MarutiSuzuki,Hector,2023,10403,91962,108868,142899,158539,80562,Presence
Maruti,Creta,2020,24562,5807,21826,31722,21712,42817,Presence
Maruti,Creta,2013,25051,13005,27936,155030,20223,72026,Presence
MG,i20Active,2021,49230,10999,52935,14989,30245,28409,Absence
Toyota,Creta,2019,23594,10254,11292,30310,18502,19983,Presence
Mahindra,Triber,2012,21698,10613,17935,27320,29324,79127,Presence
Tata,Carnival,2023,21745,11810,40740,48039,25510,18749,Presence
Maruti,Amaze,2013,227649,151000,124387,94497,158844,100335,Absence
Tata,i20Active,2010,32594,9820,111688,102802,26516,92484,Presence
Kia,Duster,2020,183159,11365,63396,26486,140547,92896,Presence
Maruti,Carnival,2014,14786,87498,57994,51243,72469,117616,Presence
Volkswagen,Carnival,2023,14244,11544,42444,97836,30998,72656,Absence
MG,Carnival,2012,31699,11023,30979,36274,27895,19823,Presence
Honda,i20Active,2020,41470,95743,72758,19888,108943,10565,Absence
Toyota,i20Active,2012,5116,11499,31362,18753,20779,20908,Absence
Mahindra,KUV100,2021,25526,10067,44099,48628,22704,41454,Absence
Ford,Carnival,2023,24025,10745,15247,139821,14687,82892,Presence
Tata,i20Active,2020,26619,29172,29978,26881,22224,15908,Presence
Mahindra,Carnival,2016,3000,28123,23026,29968,21537,10000,Absence
MarutiSuzuki,ModelX,2021,23628,7515,30507,56446,14891,27781,Presence
Ford,Triber,2013,143008,151000,85368,29751,182205,96858,Presence
Mahindra,Carnival,2021,6940,7873,51551,155093,19884,34357,Absence
Mahindra,Carnival,2021,106711,151000,123455,141158,134191,25445,Absence
Lexus,NaAbsence,2023,164773,111275,66329,128881,170757,239039,Presence
Tata,Amaze,2020,19694,11924,25060,28446,70655,22899,Presence
Tata,Amaze,2023,181595,151000,153000,190089,193962,96655,Presence
Hyundai,Compass,2020,11284,11054,27200,33741,14118,15505,Absence
Maruti,i20Active,2020,20367,8644,22280,50109,25238,18775,Absence
MarutiSuzuki,Aspire,2023,46060,103527,153000,156086,151794,103613,Presence
Toyota,Ghibli,2014,3000,11384,39016,20226,18576,33754,Presence
Maruti,Aspire,2021,182229,11147,81501,132971,168222,92555,Presence
Maruti,i20Active,2019,15738,11187,55156,29833,26942,10000,Absence
MarutiSuzuki,Carnival,2023,17020,8538,49708,41288,21446,146439,Presence
Hyundai,NaAbsence,2020,63575,83658,125638,72211,152836,82703,Absence
Maruti,Polo,2020,29417,11124,19948,33466,24676,33585,Absence
Maruti,NaAbsence,2023,22710,78324,47651,147632,180860,92738,Presence
Hyundai,Duster,2011,171716,145697,60000,113213,122239,105719,Absence
Suzuki,Creta,2023,3695,8194,23531,52380,15582,249722,Presence
Hyundai,i20Active,2021,19361,14496,30285,20328,37867,17790,Presence
Mahindra,Yaris,2018,14644,11659,20040,55014,27594,12821,Presence
MarutiSuzuki,Creta,2022,30036,11181,23387,44145,19151,16171,Absence
Tata,Amaze,2023,44509,96539,64901,146226,208304,97279,Presence
Toyota,Creta,2019,93012,10125,78375,107146,29499,27744,Absence
Maruti,Carnival,2020,23489,12819,19814,26717,25658,24661,Presence
Maruti,EtiosLiva,2021,3000,14527,18540,34503,28744,29927,Presence
Toyota,Creta,2019,36364,10767,136297,150870,17969,64970,Presence
Maruti,488GTB,2019,19713,7747,21843,49144,26996,25226,Presence
Hyundai,EcoSport,2023,31895,12163,14557,17639,28349,21087,Absence
Tata,Amaze,2023,56705,151000,133339,173659,116037,82054,Presence
Hyundai,Harrier,2012,15643,9677,26286,43803,12950,29852,Presence
Ford,NaAbsence,2020,22778,10795,14990,23246,35104,17414,Presence
Hyundai,Carnival,2012,35128,11210,28100,46002,23664,27525,Absence
Tata,WR-V,2021,67042,151000,135118,52691,123490,94447,Presence
Maruti,Carnival,2016,10242,11759,32776,50803,23378,102298,Absence
Ford,Carnival,2023,129587,11238,101452,171989,144184,107110,Presence
Mahindra,Carnival,2019,38163,12246,29795,86030,14947,27190,Presence
Maruti,i20Active,2019,9539,9501,38448,25567,17677,21172,Absence
Honda,Amaze,2021,185843,137776,97910,173468,137104,107321,Presence
Maruti,XUV300,2023,3000,11611,15755,88596,32828,86433,Presence
Hyundai,Harrier,2020,44456,22379,16390,26899,24027,22567,Absence
Hyundai,Carnival,2015,20661,9936,13935,117206,29489,33888,Presence
Suzuki,NaAbsence,2023,70725,13569,27588,52141,21338,87866,Presence
Toyota,Golf,2020,16775,12499,38191,56958,26066,18475,Presence
Tata,Carnival,2017,38635,9010,26321,160055,74407,19412,Presence
MarutiSuzuki,Alto,2016,118884,6881,48736,21268,16006,32483,Presence
Hyundai,NaAbsence,2011,6132,10610,18178,63295,140288,93097,Presence
Maruti,Carnival,2023,134493,88764,116288,130142,167178,77686,Absence
Maruti,Polo,2016,3000,11972,22993,46587,11020,31603,Absence
Toyota,Creta,2023,3662,151000,111203,126030,113636,109382,Presence
Renault,Creta,2021,8119,5601,57797,104330,65563,57154,Presence
Tata,Carnival,2018,3000,11685,20430,49294,24212,30887,Absence
Mahindra,Carnival,2022,19719,12870,23789,39881,24898,42090,Presence
Maruti,Endeavour,2020,14431,11907,57806,37269,16256,27550,Presence
Maruti,NaAbsence,2011,37943,12481,27481,47888,18265,96863,Absence
Mahindra,Carnival,2021,3000,12820,19852,50574,16590,19879,Presence
Mahindra,WR-V,2020,21366,11819,29462,24594,14415,53774,Presence
Maruti,Carnival,2022,31543,10770,32684,16718,25441,31783,Absence
Ford,NaAbsence,2012,14792,7954,16587,38539,15209,22062,Presence
Maruti,Carnival,2019,27114,10097,23613,50911,29080,32126,Absence
Volvo,Creta,2020,15530,12861,34095,44479,28732,25221,Presence
Renault,Amaze,2015,135293,151000,153000,200000,190636,58116,Absence
Toyota,Carnival,2012,180125,21858,29530,156042,53670,101333,Absence
Hyundai,Amaze,2013,52627,9391,126076,87807,34291,93843,Absence
Mahindra,NaAbsence,2013,23835,10452,18802,170486,23973,90451,Absence
Kia,EtiosLiva,2021,13797,13021,31995,47324,33804,14409,Presence
Volkswagen,Harrier,2019,17933,9312,24641,47602,19427,21214,Presence
Tata,EtiosLiva,2020,10050,24481,31655,55545,19819,17465,Presence
Maruti,A4,2023,15824,25868,19372,25984,85804,70165,Absence
Hyundai,EtiosLiva,2019,28328,10066,27812,49784,26253,28219,Absence
Ford,City,2023,24820,11730,32240,28510,81660,35075,Presence
Mahindra,i20Active,2020,23706,25792,30971,43197,26574,35041,Absence
Hyundai,Duster,2017,18103,22136,28022,96845,19040,42329,Absence
Tata,A4,2021,11081,10191,18527,159492,56326,16620,Presence
Toyota,EtiosLiva,2020,44998,27140,38765,93978,27861,17151,Absence
Maruti,Altroz,2022,27378,25797,17446,49411,23175,24338,Presence
Nissan,Amaze,2023,66584,97471,138273,152416,123026,65801,Absence
Tata,Amaze,2011,3000,11489,20413,94047,18907,99025,Presence
MarutiSuzuki,WagonR,2013,59044,13812,66844,24056,127152,82940,Presence
Renault,Carnival,2016,10163,20169,21741,22492,22378,19371,Presence
Lexus,InAbsenceva,2020,53699,151000,42466,66833,61059,94816,Absence
Tata,i20Active,2019,17874,12861,28853,28667,15789,24343,Presence
,Amaze,2022,158121,151000,75969,159570,171540,96430,Presence
Mahindra,NaAbsence,2017,221630,29342,148148,163158,34295,100617,Presence
Maruti,Carnival,2023,24171,9101,29967,175344,26221,38051,Absence
Maruti,InAbsenceva,2016,16369,12050,53714,78450,21442,24641,Presence
Nissan,Carnival,2017,23674,10799,24297,21821,30609,20643,Presence
Tata,Seltos,2017,30375,97278,33823,107440,133186,118743,Absence
Mahindra,Carnival,2019,24380,9797,11270,24600,21415,29863,Absence
Tata,EtiosLiva,2020,3000,12631,25996,33669,11610,18737,Absence
Volkswagen,i20Active,2021,21907,11266,12356,24350,18793,20884,Presence
BMW,Carnival,2021,26359,11384,14648,52264,28480,22184,Presence
Maruti,Creta,2010,8686,9580,9443,27759,19880,26358,Absence
Volkswagen,NaAbsence,2018,60740,6674,29330,92145,36483,72825,Presence
Honda,Creta,2017,38210,13276,33701,52399,15121,96464,Presence
Maruti,Carnival,2018,9317,11261,55577,89393,16791,22427,Absence
Tata,Hector,2012,25745,9570,53151,85947,59346,113556,Presence
Hyundai,Creta,2023,45272,151000,129210,141704,134903,94037,Absence
Ford,Carnival,2019,13737,12202,18564,92341,106816,28128,Presence
Maruti,Amaze,2020,26762,96855,39415,24268,21808,30881,Absence
,Creta,2023,39453,99540,125223,176294,152587,104327,Presence
Honda,Polo,2019,43336,24350,32207,28417,24724,32993,Presence
Toyota,i20Active,2019,31024,9150,58230,24519,25977,18081,Presence
Maruti,Venue,2015,7493,141232,60578,136205,205345,84572,Presence
Tata,EtiosLiva,2021,13435,11896,29243,56005,36041,25347,Presence
Tata,Creta,2022,10429,10117,18913,40134,17763,23872,Presence
Kia,Amaze,2014,110434,103047,140213,196872,168392,35355,Presence
Volvo,City,2022,3000,11875,43430,34582,22575,22356,Absence
Tata,NaAbsence,2015,11051,12705,28348,105386,25338,56055,Presence
Suzuki,Amaze,2014,252209,96161,111506,70273,166140,96251,Presence
Honda,Amaze,2022,142201,150239,152205,168314,124874,127272,Absence
Maruti,NaAbsence,2015,27884,9592,25256,19909,23598,33564,Presence
Renault,Polo,2021,42462,9498,20114,26541,28053,16600,Presence
Toyota,A4,2022,42240,28108,26196,52001,30062,20433,Presence
Toyota,i20Active,2019,137397,10613,25919,31419,21410,21339,Presence
Tata,EtiosLiva,2020,3000,11834,30122,52785,25113,12787,Presence
Mahindra,Carnival,2018,9241,11541,36398,41363,13025,35124,Absence
Maruti,Carnival,2018,3000,11376,23799,83031,19497,28655,Presence
Maruti,Carnival,2023,30380,9786,68405,156974,168730,55382,Presence
Tata,Creta,2023,10831,9858,25704,54702,16294,15308,Presence
Maruti,WR-V,2018,21596,11188,17934,54184,108288,22759,Absence
Maruti,i20Active,2019,28610,11630,28993,23726,26644,18836,Presence
Hyundai,Creta,2023,234233,151000,134390,152391,74903,125178,Absence
Volkswagen,WR-V,2020,3000,8433,34902,90996,12144,21860,Presence
Suzuki,Amaze,2023,34793,12701,89868,23852,140413,14438,Presence
Nissan,NaAbsence,2013,130036,9937,72320,119071,30703,91679,Presence
Maruti,NaAbsence,2023,26080,6695,33604,54645,16685,104135,Presence
MarutiSuzuki,Harrier,2018,14034,10649,32258,41021,17007,80714,Presence
Hyundai,Creta,2020,51227,151000,98962,44104,44183,26808,Presence
MarutiSuzuki,NaAbsence,2018,3000,11099,42263,22792,26953,22703,Presence
Tata,EtiosLiva,2018,17956,10314,25938,186807,22872,35385,Presence
Hyundai,Creta,2021,21644,91552,131064,92553,25889,54412,Absence
Nissan,Carnival,2022,20779,27073,28083,24913,27376,13509,Presence
Maruti,EtiosLiva,2019,6674,9222,25467,52765,16599,31406,Presence
Tata,Carnival,2015,9530,10953,22809,84666,149378,101545,Presence
Honda,Amaze,2020,26619,28939,15467,21604,26306,95813,Presence
Tata,Polo,2022,24997,28114,22594,38307,20700,27484,Presence
Hyundai,NaAbsence,2019,18092,23756,21452,25284,26471,32809,Absence
MarutiSuzuki,Creta,2018,40756,20239,19502,23993,20238,21880,Presence
Maruti,Carnival,2020,34462,5261,33178,46072,22883,35433,Presence
Toyota,NaAbsence,2019,20550,22665,26295,10612,22714,31397,Presence
Toyota,A4,2023,28103,12176,34391,79156,21080,49776,Absence
Volkswagen,NaAbsence,2023,201835,93483,139011,114152,150374,69910,Presence
Maruti,Carnival,2021,14574,12728,15386,28124,24690,23002,Presence
Toyota,Creta,2015,3000,11883,21240,16907,113745,123467,Presence
Hyundai,EtiosLiva,2021,27602,11996,20898,24875,28741,30266,Absence
Renault,Sonnet,2021,3000,11567,12254,29564,21695,15254,Absence
Hyundai,Harrier,2022,21570,10216,23209,41481,27891,26587,Presence
Maruti,Amaze,2023,128227,151000,153000,187286,174478,66537,Presence
Volkswagen,Amaze,2012,181282,98817,135130,75908,122103,90179,Absence
Mahindra,Amaze,2015,272715,93995,153000,129977,134817,104734,Presence
Lexus,Creta,2020,27342,10656,28824,104461,22434,81105,Presence
Maruti,NaAbsence,2022,13596,12695,44680,28695,27416,19512,Absence
Ford,Amaze,2017,19920,9392,27641,123298,28380,134443,Presence
Toyota,WR-V,2022,3000,14793,21547,32420,18933,21360,Presence
Maruti,Harrier,2019,20234,21801,25323,22811,32117,25775,Presence
MarutiSuzuki,EtiosLiva,2021,14737,28659,28243,50917,32725,30995,Presence
Mahindra,i20Active,2022,4653,10324,35394,51655,19968,54702,Presence
Maruti,EtiosLiva,2019,20431,12914,15903,49206,25978,10000,Presence
Maruti,Thar,2023,17092,76588,29337,20523,16752,20938,Presence
Honda,Huracan,2021,10618,12312,26041,16442,31120,38860,Presence
Toyota,NaAbsence,2020,54954,10666,97114,56765,28070,100636,Absence
Kia,VitaraBrezza,2020,23408,10552,38614,50127,15624,47665,Presence
Renault,i20Active,2021,21668,11147,30356,58317,31747,29494,Absence
MarutiSuzuki,i20Active,2018,16690,27847,28426,16165,31802,22524,Absence
Hyundai,A4,2012,8350,11637,28529,22008,14767,35204,Presence
MarutiSuzuki,i20Active,2019,20187,5670,15751,47584,21123,26060,Presence
Renault,Venue,2022,151707,81289,150814,141521,127115,178298,Absence
Tata,Amaze,2012,3000,12000,73654,163159,118582,107663,Presence
Hyundai,i20Active,2020,10431,13350,15177,99924,23762,19547,Absence
MarutiSuzuki,Polo,2020,28381,13846,17681,45850,11516,41256,Absence
Ford,NaAbsence,2013,21329,151000,26945,114585,160204,122812,Presence
Honda,Creta,2020,27113,9281,26901,46215,24070,53364,Presence
Maruti,i20Active,2015,17433,11287,17108,24361,19432,32881,Absence
Hyundai,Carnival,2019,37998,26606,24142,89196,35765,26195,Absence
Tata,Polo,2021,4669,13976,28883,50552,22283,13108,Presence
Mahindra,KUV100NXT,2016,3000,10987,30803,48681,27316,30183,Presence
Tesla,Amaze,2023,117525,151000,136217,26443,167226,75177,Absence
Hyundai,Carnival,2017,253027,96411,132160,84136,44104,95881,Presence
